time,y,y_pred
1,0.9885239954579441,-0.38408347286692357
2,1.0002921382610148,-0.3091432493031645
3,1.0017631561113989,-0.234203025739405
4,1.0120602810640855,-0.15926280217564548
5,1.0238284238671564,-0.08432257861188597
6,1.0297124952686918,-0.009382355048126678
7,1.0532487808748332,0.06555786851563283
8,1.0767850664809748,0.14049809207939234
9,1.0914952449848132,0.21543831564315186
10,1.122386619842874,0.2903785392069109
11,1.1444518875986318,0.36531876277067066
12,1.162104101803238,0.44025898633442995
13,1.2018215837636017,0.5151992098981892
15,1.2312419407712791,0.6650796570257083
16,1.2827275655347132,0.7400198805894675
17,1.3150899582431577,0.8149601041532268
19,1.3724596544081278,0.9648405512807459
20,1.4974961716907549,1.0397807748445052
22,1.54162670720227,1.1896612219720242
23,1.635771849626836,1.2646014455357835
25,1.6607791530833609,1.4144818926633025
26,1.7196198670987153,1.4894221162270618
27,1.7946417774682917,1.564362339790821
28,1.8358302772790391,1.6393025633545808
30,1.8902579377432407,1.7891830104820994
31,1.944685598207444,1.8641232340458591
32,2.0094103836243327,1.9390634576096184
33,2.063838044088535,2.014003681173378
34,2.1653382757650204,2.088943904737137
36,2.216823900528455,2.238824351864656
37,2.3006719180003343,2.313764575428416
38,2.408056221078355,2.3887047989921752
39,2.481607113597548,2.4636450225559345
40,2.5492739347152042,2.538585246119694
41,2.6287088986359315,2.613525469683453
42,2.6434190771397703,2.6884656932472124
43,2.7463903266666394,2.7634059168109726
45,2.8846660046027206,2.913286363938491
46,2.9067312723584786,2.9882265875022505
47,2.9361516293661563,3.0631668110660097
49,3.0302967717907214,3.2130472581935283
50,3.0405938967434083,3.2879874817572885
54,3.333326448969794,3.5877483760123257
60,3.598109662038886,4.037389717394882
61,3.845240660903372,4.1123299409586425
62,3.96292208893408,4.187270164522401
1,0.9118565396964132,1.7765211119457627
2,0.9336974148987224,1.8514613355095215
3,0.9855694935042072,1.9264015590732813
4,1.0429017909102691,2.0013417826370405
5,1.0783932131140217,2.0762820062008003
6,1.132995401119795,2.1512222297645596
7,1.2340094489304754,2.226162453328319
8,1.2913417463365373,2.3011026768920786
9,1.3650547001443312,2.376042900455838
10,1.4251171069506818,2.450983124019597
11,1.4715289667555893,2.525923347583357
12,1.5534322487642491,2.600863571147116
13,1.6189548743711768,2.6758037947108755
15,1.730889359783012,2.8256842418383945
16,1.859204501596579,2.900624465402154
17,2.06123259721794,2.975564688965913
19,2.328783318446229,3.125445136093432
20,2.5581125080704767,3.2003853596571914
22,2.7055384156860645,3.3502658067847104
23,2.9785493557149305,3.4252060303484697
25,3.0577225283233016,3.5750864774759887
26,3.172387123135425,3.650026701039748
27,3.4481281725645805,3.7249669246035073
28,3.5245712357726635,3.799907148167267
30,3.6283153929836334,3.9497875952947856
31,3.7975821758015296,4.024727818858545
32,3.9286274270153863,4.099668042422304
33,4.051482350028375,4.1746082659860635
34,4.237129789248004,4.249548489549824
36,4.359984712260994,4.399428936677342
37,4.5510923702812,4.4743691602411015
38,4.758580684703139,4.549309383804861
39,4.933307686321613,4.62424960736862
40,5.091654031538355,4.699189830932379
41,5.304602564760871,4.77413005449614
42,5.356474643366355,4.849070278059899
43,5.454758581776748,4.924010501623658
45,5.656786677398109,5.073890948751177
46,5.741420068807058,5.148831172314936
47,5.839704007217449,5.223771395878695
49,5.984399805432748,5.373651843006214
50,6.047192321639388,5.448592066569974
54,6.514041029088747,5.748352960825011
60,6.93993809553378,6.197994302207568
61,7.229329691964378,6.272934525771328
62,7.401326584182564,6.347874749335086
1,0.6935762634098043,-0.07883277806144684
2,0.6973662976360873,-0.0038925544976877724
3,0.7125264345412197,0.07104766906607174
4,0.7201065029937859,0.14598789262983125
5,0.7314766056726351,0.22092811619359076
6,0.7352666398989182,0.29586833975735005
7,0.7617968794828998,0.37080856332110956
8,0.7769570163880319,0.4457487868848691
9,0.8034872559720136,0.5206890104486286
10,0.8148573586508628,0.5956292340123877
11,0.8451776324611275,0.6705694575761474
12,0.867917837818826,0.7455096811399067
13,0.9209783169867892,0.820449904703666
15,0.9475085565707708,0.970330351831185
16,1.000569035738734,1.0452705753949443
17,1.0687896518118294,1.1202107989587036
19,1.140800302111208,1.2700912460862226
20,1.2203910208631528,1.3450314696499819
22,1.2924016711625317,1.494911916777501
23,1.3833624925933254,1.5698521403412602
25,1.4364229717612886,1.7197325874687792
26,1.4743233140241194,1.7946728110325385
27,1.5501239985497812,1.8696130345962978
28,1.5652841354549134,1.9445532581600575
30,1.6297147173017257,2.0944337052875763
31,1.690355264922255,2.1693739288513356
32,1.7244655729588032,2.244314152415095
33,1.7737360179004829,2.319254375978854
34,1.8571167708787109,2.3941945995426144
36,1.8912270789152583,2.544075046670133
37,1.9480775923095048,2.6190152702338922
38,2.057988584871714,2.6939554937976515
39,2.118629132492244,2.768895717361411
40,2.186849748565339,2.84383594092517
41,2.281600604222416,2.9187761644889303
42,2.296760741127549,2.9937163880526896
43,2.399091665237192,3.068656611616449
45,2.5734332396462136,3.2185370587439674
46,2.592383410777629,3.2934772823077267
47,2.603753513456478,3.368417505871486
49,2.6681840953032907,3.5182979529990046
50,2.7136645060186875,3.593238176562765
54,2.9903370045373525,3.892999070817802
60,3.194998852756638,4.342640412200359
61,3.44135107746504,4.417580635764119
62,3.536101933122117,4.492520859327877
1,0.9694142589795632,1.342749027311204
2,0.9871474466438236,1.4176892508749628
3,0.9989695717533305,1.4926294744387225
4,1.0285248845270976,1.5675696980024818
5,1.0994576351841387,1.6425099215662415
6,1.1526571981769196,1.7174501451300008
7,1.2176788862792074,1.7923903686937601
8,1.2649673867172349,1.8673305922575199
9,1.2827005743814952,1.9422708158212791
10,1.3299890748195229,2.0172110393850384
11,1.3595443875932898,2.092151262948798
12,1.389099700367057,2.1670914865125575
13,1.4482103259145909,2.2420317100763167
15,1.5132320140168791,2.3919121572038358
16,1.702386015768989,2.466852380767595
17,1.7792298289807835,2.5417926043313543
19,1.9329174554043729,2.6916730514588734
20,2.1457157073754964,2.7666132750226327
22,2.246203770806305,2.9164937221501517
23,2.4826462729964422,2.991433945713911
25,2.577223273872497,3.14131439284143
26,2.695444524967566,3.2162546164051893
27,2.9141538394934434,3.2911948399689486
28,2.955531277376717,3.3661350635327083
30,3.0914857161360465,3.516015510660227
31,3.1978848421216077,3.5909557342239866
32,3.30428396810717,3.665895957787746
33,3.4520605319760054,3.740836181351505
34,3.5761928456258274,3.815776404915265
36,3.688503034166143,3.9656568520427835
37,3.8185464103707183,4.040597075606543
38,4.007700412122828,4.1155372991703025
39,4.137743788327404,4.190477522734062
40,4.2677871645319785,4.265417746297821
41,4.462852228838843,4.34035796986158
42,4.51014072927687,4.41529819342534
43,4.66382835570046,4.4902384169891
45,4.894359795335843,4.6401188641166184
46,4.953470420883378,4.715059087680378
47,5.024403171540419,4.789999311244137
49,5.130802297525982,4.939879758371656
50,5.178090797964008,5.014819981935416
54,5.615509427015763,5.314580876190453
60,6.023372743293749,5.76422221757301
61,6.448969247235997,5.83916244113677
62,6.620390061323848,5.914102664700528
1,2.924157176124564,1.992680270949964
2,2.9737191621605734,2.067620494513723
3,3.023281148196583,2.1425607180774824
4,3.122405120268602,2.217500941641242
6,3.2710910783766307,2.367381388768761
7,3.2215290923406212,2.4423216123325204
8,3.2710910783766307,2.5172618358962797
9,3.3702150504486497,2.5922020594600395
11,3.41977703648466,2.7420825065875585
12,3.5189010085566785,2.8170227301513178
15,3.6180249806286975,3.0418434008425956
16,3.667586966664707,3.116783624406355
17,3.7667109387367264,3.191723847970114
19,3.865834910808745,3.3416042950976337
20,4.064082854952783,3.416544518661393
23,4.113644840988793,3.641365189352671
25,4.262330799096821,3.7912456364801903
26,4.311892785132831,3.8661858600439496
27,4.411016757204852,3.941126083607709
28,4.51014072927687,4.016066307171468
30,4.658826687384899,4.165946754298987
31,4.757950659456919,4.240886977862747
32,4.807512645492927,4.315827201426506
34,4.857074631528937,4.465707648554025
36,4.9066366175649465,4.615588095681543
38,5.0553225756729745,4.765468542809063
39,5.2040085337810025,4.840408766372822
40,5.303132505853021,4.915348989936581
41,5.4022564779250395,4.990289213500341
43,5.451818463961049,5.14016966062786
45,5.699628394141097,5.290050107755379
47,5.947438324321147,5.439930554882897
49,6.195248254501195,5.589811002010416
50,6.145686268465185,5.664751225574176
54,6.64130612882528,5.964512119829213
60,7.136925989185376,6.41415346121177
61,7.186487975221387,6.48909368477553
62,7.335173933329414,6.5640339083392885
